Date,Timestamp,Open,High,Low,Close,Volume
20241206,03:07:00,44751.499,44751.499,44746.727,44749.299,0.000599999984842725
20241206,03:08:00,44748.999,44752.499,44748.999,44749.239,0.00129999996715924
20241206,03:09:00,44748.299,44752.299,44747.215,44752.299,0.0007999999797903
20241206,03:10:00,44753.203,44754.499,44751.499,44752.763,0.00104999997347477
20241206,03:11:00,44753.499,44754.499,44752.275,44754.499,0.000549999986105831
20241206,03:12:00,44753.999,44755.287,44752.751,44753.239,0.0007999999797903
20241206,03:13:00,44752.727,44753.215,44750.215,44751.275,0.000899999977264088
20241206,03:14:00,44752.275,44752.275,44750.203,44750.203,0.000249999993684469
20241206,03:15:00,44749.215,44749.215,44745.263,44745.263,0.000499999987368938
20241206,03:16:00,44744.287,44746.751,44744.251,44744.251,0.000549999986105831
20241206,03:17:00,44743.275,44744.763,44743.275,44743.727,0.000599999984842725
20241206,03:18:00,44744.299,44744.299,44741.251,44741.251,0.000499999987368938
20241206,03:19:00,44740.227,44740.227,44738.239,44738.287,0.000499999987368938
20241206,03:20:00,44737.999,44739.499,44737.251,44738.727,0.000699999982316513
20241206,03:21:00,44738.251,44738.251,44734.215,44735.215,0.000899999977264088
20241206,03:22:00,44734.775,44738.499,44734.299,44738.499,0.000599999984842725
20241206,03:23:00,44737.263,44738.275,44735.775,44737.299,0.000949999976000981
20241206,03:24:00,44738.263,44738.263,44736.727,44737.287,0.000749999981053406
20241206,03:25:00,44737.703,44740.751,44737.703,44740.263,0.000649999983579619
20241206,03:26:00,44739.751,44741.263,44738.287,44740.251,0.000499999987368938
20241206,03:27:00,44739.251,44740.727,44738.727,44740.499,0.000699999982316513
20241206,03:28:00,44739.739,44740.763,44739.287,44740.727,0.000499999987368938
20241206,03:29:00,44741.263,44744.287,44741.263,44742.763,0.000749999981053406
20241206,03:30:00,44743.215,44748.787,44742.299,44747.227,0.00179999995452818
20241206,03:31:00,44747.751,44747.751,44746.215,44746.215,0.000649999983579619
20241206,03:32:00,44745.287,44745.287,44743.227,44744.299,0.000749999981053406
20241206,03:33:00,44743.275,44744.287,44743.275,44743.275,0.000549999986105831
20241206,03:34:00,44744.299,44745.275,44743.203,44744.203,0.000649999983579619
20241206,03:35:00,44744.787,44745.775,44743.499,44745.739,0.000699999982316513
20241206,03:36:00,44746.203,44746.215,44744.203,44744.275,0.000749999981053406
20241206,03:37:00,44743.263,44745.499,44743.263,44745.263,0.000949999976000981
20241206,03:38:00,44744.275,44744.763,44744.215,44744.215,0.000149999996210681
20241206,03:39:00,44744.775,44746.763,44744.775,44746.227,0.000899999977264088
20241206,03:40:00,44746.999,44747.287,44743.227,44743.263,0.00174999995579128
20241206,03:41:00,44743.799,44745.715,44743.203,44743.203,0.0007999999797903
20241206,03:42:00,44744.275,44746.287,44743.263,44746.227,0.0007999999797903
20241206,03:43:00,44747.251,44747.299,44742.215,44743.227,0.00114999997094856
20241206,03:44:00,44742.299,44743.299,44739.215,44740.287,0.000949999976000981
20241206,03:45:00,44739.251,44739.263,44737.203,44738.215,0.000549999986105831
20241206,03:46:00,44737.739,44739.275,44735.227,44738.215,0.00119999996968545
20241206,03:47:00,44739.239,44740.275,44737.263,44737.263,0.000449999988632044
20241206,03:48:00,44736.287,44737.999,44733.703,44737.999,0.00129999996715924
20241206,03:49:00,44737.227,44738.499,44734.203,44734.203,0.00149999996210681
20241206,03:50:00,44733.703,44735.499,44731.703,44735.239,0.000999999974737875
20241206,03:51:00,44736.251,44738.799,44736.251,44736.499,0.00154999996084371
20241206,03:52:00,44740.251,44740.251,44734.203,44734.263,0.000949999976000981
20241206,03:53:00,44734.239,44734.751,44733.203,44733.287,0.000899999977264088
20241206,03:54:00,44734.203,44735.287,44732.727,44733.263,0.000999999974737875
20241206,03:55:00,44732.299,44734.299,44731.727,44734.299,0.00109999997221166
20241206,03:56:00,44735.499,44738.775,44735.499,44738.499,0.000749999981053406
20241206,03:57:00,44737.227,44743.287,44736.275,44743.287,0.00109999997221166
20241206,03:58:00,44742.799,44745.263,44741.287,44744.203,0.00134999996589613
20241206,03:59:00,44743.299,44743.299,44740.227,44741.499,0.000849999978527194
20241206,04:00:00,44741.787,44741.787,44738.203,44738.715,0.000849999978527194
20241206,04:01:00,44738.227,44738.751,44736.763,44738.203,0.00039999998989515
20241206,04:02:00,44738.775,44741.287,44738.775,44741.287,0.000899999977264088
20241206,04:03:00,44742.227,44742.275,44740.203,44741.203,0.000599999984842725
20241206,04:04:00,44740.263,44741.287,44740.227,44740.275,0.000349999991158256
20241206,04:05:00,44739.299,44741.251,44739.299,44740.239,0.000649999983579619
20241206,04:06:00,44740.763,44742.499,44739.999,44741.227,0.000599999984842725
20241206,04:07:00,44740.715,44741.239,44739.763,44740.239,0.000299999992421363
20241206,04:08:00,44739.999,44740.299,44738.275,44738.275,0.000649999983579619
20241206,04:09:00,44737.999,44738.215,44736.215,44737.251,0.000299999992421363
20241206,04:10:00,44736.739,44737.299,44736.499,44737.299,0.000249999993684469
20241206,04:11:00,44737.703,44739.239,44737.227,44739.239,0.000549999986105831
20241206,04:12:00,44738.703,44741.227,44738.703,44741.215,0.00039999998989515
20241206,04:13:00,44742.499,44742.499,44740.275,44740.499,0.000449999988632044
20241206,04:14:00,44739.299,44740.775,44738.287,44740.299,0.00114999997094856
20241206,04:15:00,44739.715,44739.715,44738.203,44738.227,0.000749999981053406
20241206,04:16:00,44737.703,44737.703,44736.275,44737.227,0.000249999993684469
20241206,04:17:00,44736.763,44740.751,44736.763,44740.239,0.0007999999797903
20241206,04:18:00,44740.799,44744.499,44740.799,44744.499,0.0007999999797903
20241206,04:19:00,44743.299,44744.299,44743.275,44744.203,0.000549999986105831
20241206,04:20:00,44743.739,44744.787,44742.251,44743.751,0.000949999976000981
20241206,04:21:00,44743.499,44744.227,44742.215,44742.215,0.000349999991158256
20241206,04:22:00,44741.215,44743.299,44741.215,44743.251,0.000449999988632044
20241206,04:23:00,44743.715,44743.799,44743.287,44743.799,0.000249999993684469
20241206,04:24:00,44743.275,44747.715,44742.727,44747.287,0.000849999978527194
20241206,04:25:00,44746.999,44750.287,44746.999,44750.263,0.000499999987368938
20241206,04:26:00,44749.799,44749.799,44748.287,44748.287,0.000549999986105831
20241206,04:27:00,44748.799,44754.227,44748.727,44754.227,0.000499999987368938
20241206,04:28:00,44754.727,44757.787,44754.727,44757.203,0.00109999997221166
20241206,04:29:00,44757.775,44758.251,44756.299,44758.251,0.000499999987368938
20241206,04:30:00,44757.999,44759.203,44756.715,44757.499,0.00114999997094856
20241206,04:31:00,44757.727,44758.999,44757.727,44758.763,0.000249999993684469
20241206,04:32:00,44758.215,44761.763,44758.215,44760.299,0.00109999997221166
20241206,04:33:00,44759.715,44760.499,44756.275,44756.999,0.00144999996336992
20241206,04:34:00,44757.251,44758.775,44756.703,44757.287,0.000599999984842725
20241206,04:35:00,44756.215,44756.287,44755.739,44755.739,0.000199999994947575
20241206,04:36:00,44755.215,44755.215,44753.203,44754.499,0.000949999976000981
20241206,04:37:00,44754.763,44754.763,44753.227,44753.287,0.000499999987368938
20241206,04:38:00,44753.727,44755.787,44753.727,44755.275,0.00039999998989515
20241206,04:39:00,44754.763,44754.763,44752.727,44753.787,0.00119999996968545
20241206,04:40:00,44753.251,44754.287,44752.739,44753.287,0.000549999986105831
20241206,04:41:00,44753.703,44757.263,44753.299,44756.287,0.00114999997094856
20241206,04:42:00,44756.799,44758.763,44756.299,44758.203,0.000649999983579619
20241206,04:43:00,44758.263,44762.287,44758.263,44761.215,0.00154999996084371
20241206,04:44:00,44760.499,44762.251,44760.203,44762.251,0.00129999996715924
20241206,04:45:00,44762.787,44763.299,44758.275,44759.215,0.00114999997094856
20241206,04:46:00,44758.263,44758.799,44756.251,44756.251,0.000449999988632044
20241206,04:47:00,44756.999,44759.239,44756.251,44758.251,0.000949999976000981
20241206,04:48:00,44757.263,44757.263,44755.203,44756.287,0.000699999982316513
20241206,04:49:00,44755.715,44756.299,44752.275,44752.751,0.000549999986105831
20241206,04:50:00,44752.499,44754.251,44751.215,44752.215,0.000649999983579619
20241206,04:51:00,44751.203,44751.203,44748.799,44749.287,0.0007999999797903
20241206,04:52:00,44749.763,44752.299,44749.763,44751.239,0.000649999983579619
20241206,04:53:00,44750.999,44751.275,44749.739,44750.227,0.000549999986105831
20241206,04:54:00,44750.727,44751.215,44748.203,44749.299,0.000699999982316513
20241206,04:55:00,44750.275,44750.999,44749.263,44750.239,0.000599999984842725
20241206,04:56:00,44750.739,44750.739,44749.703,44750.251,0.000749999981053406
20241206,04:57:00,44751.227,44751.275,44750.751,44750.787,0.00039999998989515
20241206,04:58:00,44751.787,44751.787,44748.215,44749.203,0.0007999999797903
20241206,04:59:00,44750.299,44750.775,44748.287,44750.775,0.000599999984842725
20241206,05:00:00,44751.251,44752.215,44750.203,44751.215,0.000699999982316513
20241206,05:01:00,44752.499,44752.499,44747.227,44747.227,0.0007999999797903
20241206,05:02:00,44746.715,44747.999,44746.275,44747.999,0.000299999992421363
20241206,05:03:00,44748.287,44749.287,44746.275,44747.299,0.000549999986105831
20241206,05:04:00,44746.763,44747.499,44744.287,44747.251,0.000849999978527194
20241206,05:05:00,44748.239,44748.763,44746.263,44747.763,0.000449999988632044
20241206,05:06:00,44748.227,44749.287,44747.215,44747.751,0.000749999981053406
20241206,05:07:00,44747.287,44747.287,44745.715,44745.715,0.000899999977264088
20241206,05:08:00,44746.251,44749.215,44746.251,44747.263,0.0007999999797903
20241206,05:09:00,44746.739,44749.215,44746.703,44748.263,0.000449999988632044
20241206,05:10:00,44747.751,44747.751,44746.203,44747.263,0.000499999987368938
20241206,05:11:00,44747.751,44749.251,44745.799,44745.799,0.000849999978527194
20241206,05:12:00,44746.775,44747.499,44744.239,44747.263,0.000699999982316513
20241206,05:13:00,44747.763,44748.227,44746.703,44748.203,0.000699999982316513
20241206,05:14:00,44749.499,44750.775,44749.239,44749.239,0.000999999974737875
20241206,05:15:00,44748.999,44748.999,44741.999,44742.239,0.00104999997347477
20241206,05:16:00,44742.787,44742.787,44740.739,44740.739,0.000149999996210681
20241206,05:17:00,44741.203,44741.275,44739.715,44740.251,0.0007999999797903
20241206,05:18:00,44740.799,44741.787,44738.239,44738.239,0.000949999976000981
20241206,05:19:00,44737.215,44738.227,44734.799,44735.287,0.000949999976000981
20241206,05:20:00,44734.751,44735.239,44732.739,44735.239,0.000999999974737875
20241206,05:21:00,44734.763,44735.251,44733.715,44734.787,0.000849999978527194
20241206,05:22:00,44734.499,44734.499,44733.499,44734.499,0.000249999993684469
20241206,05:23:00,44733.799,44736.263,44733.799,44735.263,0.000899999977264088
20241206,05:24:00,44735.751,44737.499,44735.751,44736.263,0.000449999988632044
20241206,05:25:00,44735.999,44737.263,44734.703,44736.227,0.000949999976000981
20241206,05:26:00,44737.287,44737.299,44735.215,44736.263,0.000999999974737875
20241206,05:27:00,44737.263,44738.799,44735.703,44736.275,0.00119999996968545
20241206,05:28:00,44735.775,44736.499,44734.703,44734.703,0.000549999986105831
20241206,05:29:00,44734.227,44734.263,44732.215,44732.275,0.000949999976000981
20241206,05:30:00,44733.263,44733.703,44731.799,44733.287,0.000649999983579619
20241206,05:31:00,44733.703,44733.703,44731.263,44731.263,0.000599999984842725
20241206,05:32:00,44731.999,44732.251,44730.739,44731.499,0.000699999982316513
20241206,05:33:00,44731.751,44734.287,44731.751,44733.275,0.00104999997347477
20241206,05:34:00,44733.799,44733.799,44732.203,44732.203,0.000199999994947575
20241206,05:35:00,44732.787,44733.287,44731.263,44731.499,0.0007999999797903
20241206,05:36:00,44731.799,44734.263,44731.751,44734.263,0.000599999984842725
20241206,05:37:00,44735.263,44735.287,44732.715,44735.215,0.000699999982316513
20241206,05:38:00,44734.263,44735.263,44733.203,44734.499,0.000749999981053406
20241206,05:39:00,44734.703,44736.299,44732.727,44732.727,0.000549999986105831
20241206,05:40:00,44732.251,44732.999,44731.727,44731.727,0.000499999987368938
20241206,05:41:00,44731.239,44733.251,44731.203,44733.251,0.000449999988632044
20241206,05:42:00,44733.999,44734.215,44732.251,44733.227,0.000349999991158256
20241206,05:43:00,44734.239,44735.999,44733.239,44735.999,0.000549999986105831
20241206,05:44:00,44735.251,44737.287,44734.751,44737.287,0.000899999977264088
20241206,05:45:00,44736.275,44736.787,44734.215,44734.215,0.000749999981053406
20241206,05:46:00,44734.739,44734.739,44734.239,44734.239,9.99999974737875E-05
20241206,05:47:00,44733.727,44733.763,44732.739,44733.763,0.000199999994947575
20241206,05:48:00,44733.299,44733.299,44731.275,44731.287,0.00039999998989515
20241206,05:49:00,44731.787,44731.787,44729.775,44730.287,0.000299999992421363
20241206,05:50:00,44729.727,44730.239,44729.263,44730.227,0.000499999987368938
20241206,05:51:00,44730.715,44731.499,44729.239,44730.275,0.000899999977264088
20241206,05:52:00,44730.751,44731.227,44729.263,44730.239,0.000699999982316513
20241206,05:53:00,44729.799,44730.299,44727.215,44728.299,0.00114999997094856
20241206,05:54:00,44728.751,44729.299,44727.727,44729.299,0.000699999982316513
20241206,05:55:00,44728.727,44730.215,44728.727,44729.215,0.000449999988632044
20241206,05:56:00,44728.787,44728.787,44727.203,44728.251,0.000549999986105831
20241206,05:57:00,44728.775,44728.775,44727.715,44728.239,0.000449999988632044
20241206,05:58:00,44727.739,44728.299,44726.739,44727.499,0.000599999984842725
20241206,05:59:00,44727.999,44728.203,44726.727,44728.203,0.000249999993684469
20241206,06:00:00,44727.999,44728.299,44726.715,44727.299,0.000849999978527194
20241206,06:01:00,44725.715,44725.715,44719.715,44720.763,0.00139999996463303
20241206,06:02:00,44721.499,44723.787,44720.287,44721.287,0.000949999976000981
20241206,06:03:00,44722.287,44723.751,44721.275,44721.275,0.000499999987368938
20241206,06:04:00,44720.751,44720.799,44716.739,44717.203,0.000999999974737875
20241206,06:05:00,44717.787,44719.299,44717.239,44718.763,0.000599999984842725
20241206,06:06:00,44718.263,44719.263,44716.215,44717.499,0.000599999984842725
20241206,06:07:00,44718.703,44719.263,44717.775,44719.239,0.000699999982316513
20241206,06:08:00,44719.715,44720.263,44718.751,44719.203,0.000849999978527194
20241206,06:09:00,44719.703,44723.239,44718.799,44721.287,0.000699999982316513
20241206,06:10:00,44720.251,44721.727,44719.299,44719.499,0.000649999983579619
20241206,06:11:00,44720.239,44720.287,44716.251,44717.239,0.0007999999797903
20241206,06:12:00,44717.727,44718.227,44717.203,44717.739,0.000649999983579619
20241206,06:13:00,44718.499,44718.763,44717.227,44717.227,0.000549999986105831
20241206,06:14:00,44716.999,44717.715,44716.239,44717.287,0.000549999986105831
20241206,06:15:00,44717.775,44718.299,44717.227,44718.275,0.000599999984842725
20241206,06:16:00,44717.263,44717.499,44715.763,44716.215,0.000549999986105831
20241206,06:17:00,44716.763,44717.203,44715.263,44716.215,0.000449999988632044
20241206,06:18:00,44716.799,44717.299,44716.239,44717.299,0.000249999993684469
20241206,06:19:00,44717.799,44719.239,44717.251,44718.263,0.00039999998989515
20241206,06:20:00,44718.739,44719.299,44718.203,44719.299,0.000199999994947575
20241206,06:21:00,44719.799,44719.799,44717.763,44718.215,0.000249999993684469
20241206,06:22:00,44717.763,44717.763,44717.275,44717.275,9.99999974737875E-05
20241206,06:23:00,44717.763,44718.263,44717.251,44717.727,0.00039999998989515
20241206,06:24:00,44718.227,44718.999,44717.227,44718.287,0.000499999987368938
20241206,06:25:00,44718.703,44718.703,44716.763,44717.203,0.000649999983579619
20241206,06:26:00,44716.703,44717.239,44715.739,44716.287,0.000299999992421363
20241206,06:27:00,44716.739,44716.763,44714.703,44714.739,0.000699999982316513
20241206,06:28:00,44714.203,44720.299,44713.999,44720.299,0.00109999997221166
20241206,06:29:00,44720.703,44720.703,44720.203,44720.203,9.99999974737875E-05
20241206,06:30:00,44720.739,44720.739,44717.203,44717.775,0.000849999978527194
20241206,06:31:00,44717.287,44719.287,44716.787,44719.251,0.000549999986105831
20241206,06:32:00,44719.739,44721.751,44719.739,44721.215,0.000249999993684469
20241206,06:33:00,44721.775,44722.799,44721.775,44722.275,0.000299999992421363
20241206,06:34:00,44721.499,44721.499,44721.499,44721.499,4.99999987368938E-05
20241206,06:35:00,44722.215,44722.287,44720.703,44722.287,0.000249999993684469
20241206,06:36:00,44722.799,44723.775,44722.499,44722.703,0.000549999986105831
20241206,06:37:00,44722.215,44723.239,44722.215,44722.275,0.000299999992421363
20241206,06:38:00,44721.999,44724.499,44721.999,44724.499,0.000549999986105831
20241206,06:39:00,44723.203,44724.775,44723.203,44724.275,0.000499999987368938
20241206,06:40:00,44725.215,44726.739,44725.215,44726.251,0.000349999991158256
20241206,06:41:00,44726.715,44727.763,44726.299,44727.239,0.000499999987368938
20241206,06:42:00,44726.287,44726.499,44725.215,44726.215,0.000349999991158256
20241206,06:43:00,44725.251,44726.215,44725.251,44726.215,0.000249999993684469
20241206,06:44:00,44725.299,44732.763,44725.299,44732.763,0.00124999996842234
20241206,06:45:00,44732.203,44733.703,44731.239,44732.703,0.00104999997347477
20241206,06:46:00,44732.499,44733.499,44732.215,44732.215,0.000549999986105831
20241206,06:47:00,44732.251,44734.287,44730.239,44734.287,0.000549999986105831
20241206,06:48:00,44733.751,44736.299,44733.751,44736.299,0.000549999986105831
20241206,06:49:00,44736.703,44737.239,44735.799,44736.263,0.00039999998989515
20241206,06:50:00,44735.999,44737.775,44734.751,44737.775,0.000699999982316513
20241206,06:51:00,44737.239,44740.751,44737.203,44740.227,0.00119999996968545
20241206,06:52:00,44740.239,44743.251,44740.239,44741.275,0.000749999981053406
20241206,06:53:00,44741.775,44741.775,44740.251,44740.999,0.000249999993684469
20241206,06:54:00,44740.215,44740.263,44738.251,44740.263,0.000449999988632044
20241206,06:55:00,44740.763,44743.999,44740.763,44743.287,0.000349999991158256
20241206,06:56:00,44743.751,44743.751,44741.287,44741.727,0.00039999998989515
20241206,06:57:00,44741.275,44742.775,44739.299,44742.775,0.000749999981053406
20241206,06:58:00,44743.703,44744.299,44743.227,44744.299,0.000499999987368938
20241206,06:59:00,44743.775,44745.299,44743.775,44745.299,0.000199999994947575
20241206,07:00:00,44745.799,44745.799,44742.215,44743.203,0.0015999999595806
20241206,07:01:00,44742.727,44742.787,44741.227,44742.263,0.000449999988632044
20241206,07:02:00,44743.275,44743.275,44741.287,44741.287,0.000249999993684469
20241206,07:03:00,44740.299,44740.775,44739.239,44740.775,0.000599999984842725
20241206,07:04:00,44741.499,44741.499,44738.215,44739.299,0.000949999976000981
20241206,07:05:00,44739.787,44740.703,44738.703,44740.275,0.00039999998989515
20241206,07:06:00,44739.215,44740.499,44738.251,44738.251,0.000699999982316513
20241206,07:07:00,44737.787,44739.499,44737.203,44738.251,0.000449999988632044
20241206,07:08:00,44738.703,44740.299,44738.227,44739.227,0.000849999978527194
20241206,07:09:00,44738.239,44738.787,44738.239,44738.299,0.000349999991158256
20241206,07:10:00,44739.299,44740.499,44739.215,44740.499,0.00039999998989515
20241206,07:11:00,44739.787,44739.787,44738.751,44739.751,0.000349999991158256
20241206,07:12:00,44740.263,44741.739,44740.227,44740.227,0.000449999988632044
20241206,07:13:00,44740.715,44742.275,44740.715,44741.239,0.00039999998989515
20241206,07:14:00,44741.999,44742.263,44741.239,44741.799,0.000349999991158256
20241206,07:15:00,44742.275,44744.499,44741.703,44744.499,0.000849999978527194
20241206,07:16:00,44743.251,44744.999,44743.203,44743.227,0.0007999999797903
20241206,07:17:00,44743.715,44743.715,44741.287,44741.287,0.000199999994947575
20241206,07:18:00,44741.775,44741.775,44741.215,44741.215,0.000199999994947575
20241206,07:19:00,44741.715,44741.715,44741.239,44741.239,9.99999974737875E-05
20241206,07:20:00,44740.239,44740.239,44739.239,44740.227,0.000299999992421363
20241206,07:21:00,44740.739,44740.799,44738.999,44738.999,0.000299999992421363
20241206,07:22:00,44739.299,44740.287,44739.215,44739.215,0.000749999981053406
20241206,07:23:00,44738.715,44738.715,44738.287,44738.287,9.99999974737875E-05
20241206,07:24:00,44739.275,44740.499,44739.215,44739.751,0.000499999987368938
20241206,07:25:00,44740.715,44741.215,44739.751,44740.239,0.000549999986105831
20241206,07:26:00,44741.263,44741.263,44739.239,44739.239,0.000249999993684469
20241206,07:27:00,44737.751,44739.227,44736.787,44738.239,0.000599999984842725
20241206,07:28:00,44739.263,44741.299,44739.263,44741.299,0.000449999988632044
20241206,07:29:00,44741.739,44742.227,44740.739,44742.227,0.000349999991158256
20241206,07:30:00,44741.715,44742.703,44741.215,44742.499,0.000349999991158256
20241206,07:31:00,44741.799,44741.799,44738.715,44739.275,0.00039999998989515
20241206,07:32:00,44740.227,44740.787,44739.299,44739.299,0.000249999993684469
20241206,07:33:00,44739.799,44739.799,44739.799,44739.799,4.99999987368938E-05
20241206,07:34:00,44739.287,44739.799,44739.287,44739.799,9.99999974737875E-05
20241206,07:35:00,44740.275,44741.499,44739.775,44740.251,0.00039999998989515
20241206,07:36:00,44740.999,44740.999,44737.215,44738.287,0.000649999983579619
20241206,07:37:00,44739.215,44739.215,44738.287,44738.287,0.000199999994947575
20241206,07:38:00,44737.739,44739.275,44737.227,44739.227,0.00104999997347477
20241206,07:39:00,44738.739,44739.287,44737.715,44738.275,0.000349999991158256
20241206,07:40:00,44739.215,44740.227,44738.227,44738.227,0.000299999992421363
20241206,07:41:00,44737.799,44738.263,44737.799,44738.263,9.99999974737875E-05
20241206,07:42:00,44738.715,44738.763,44737.287,44738.499,0.000649999983579619
20241206,07:43:00,44737.799,44738.203,44734.287,44734.287,0.000849999978527194
20241206,07:44:00,44733.715,44735.763,44733.715,44734.203,0.000449999988632044
20241206,07:45:00,44735.287,44735.287,44734.275,44735.251,0.000249999993684469
20241206,07:46:00,44734.251,44735.499,44734.203,44734.739,0.000649999983579619
20241206,07:47:00,44735.287,44735.287,44733.727,44734.287,0.000449999988632044
20241206,07:48:00,44733.251,44734.275,44732.727,44734.275,0.000499999987368938
20241206,07:49:00,44733.775,44734.299,44732.999,44733.227,0.000899999977264088
20241206,07:50:00,44733.703,44733.799,44733.227,44733.227,0.000599999984842725
20241206,07:51:00,44733.739,44737.263,44733.739,44737.263,0.00039999998989515
20241206,07:52:00,44737.999,44738.263,44737.215,44737.215,0.000249999993684469
20241206,07:53:00,44737.751,44739.239,44737.751,44739.239,0.000299999992421363
20241206,07:54:00,44739.703,44741.203,44739.239,44739.239,0.00039999998989515
20241206,07:55:00,44738.499,44739.715,44738.499,44739.203,0.000349999991158256
20241206,07:56:00,44738.787,44740.239,44738.787,44740.239,0.000199999994947575
